1,2,3,4,5,6,7,8,9,10,11,class
0.025818,0.920968,0.700791,0.190091,0.867342,0.418470,0.231936,0.156169,0.738506,0.067257,1.921504,0.0
0.942720,0.289846,0.435671,0.323429,0.863741,0.892070,0.016663,0.056176,0.145756,0.721644,3.364773,0.0
0.346533,0.172237,0.786673,0.608736,0.022161,0.466226,0.867701,0.453595,0.571894,0.821458,1.193928,0.0
0.268741,0.724776,0.316487,0.202370,0.235215,0.252197,0.670249,0.880813,0.831115,0.544050,4.280015,0.0
0.842630,0.084050,0.625771,0.332757,0.640764,0.315761,0.003526,0.257903,0.570571,0.589372,2.896838,0.0
0.431773,0.806426,0.604791,0.724299,0.287540,0.690119,0.824860,0.420259,0.285664,0.154906,2.560270,0.0
0.092851,0.541998,0.355771,0.438786,0.680328,0.279625,0.665727,0.879755,0.050386,0.843168,0.622541,1.0
0.607913,0.197373,0.250352,0.669179,0.890511,0.811341,0.213238,0.888053,0.514870,0.419540,1.007301,0.0
0.943115,0.937188,0.319106,0.215046,0.270590,0.810700,0.439489,0.495047,0.250758,0.482534,4.767538,0.0
0.603053,0.506686,0.865324,0.499956,0.768810,0.384836,0.939366,0.923450,0.421694,0.409579,3.930816,0.0
0.045530,0.214340,0.414157,0.743157,0.246315,0.816091,0.048716,0.766554,0.464887,0.362069,1.427030,0.0
0.817705,0.163696,0.246607,0.729189,0.473676,0.074825,0.589004,0.388561,0.542134,0.640069,3.180436,0.0
0.716928,0.410930,0.504845,0.935387,0.056610,0.445810,0.725072,0.292837,0.715734,0.345700,0.933397,0.0
0.521554,0.765685,0.868067,0.601083,0.399876,0.712357,0.579009,0.409452,0.662290,0.109810,2.878174,0.0
0.693257,0.566872,0.416084,0.130411,0.815040,0.383716,0.114944,0.869292,0.186852,0.427869,0.958871,0.0
0.148859,0.868923,0.980722,0.987240,0.550196,0.143196,0.703301,0.382025,0.688609,0.443608,3.585927,0.0
0.734757,0.055123,0.452135,0.036344,0.828696,0.887784,0.984913,0.426998,0.551737,0.036207,2.654016,0.0
0.209345,0.461868,0.620414,0.295927,0.648468,0.808081,0.418690,0.923447,0.373930,0.634457,1.634409,0.0
0.903774,0.735890,0.106243,0.629865,0.134948,0.070127,0.617972,0.253375,0.466769,0.980561,1.459077,0.0
0.541346,0.403417,0.221916,0.747158,0.487960,0.136650,0.672102,0.014697,0.017682,0.186141,2.397772,0.0
0.870599,0.149202,0.637418,0.091313,0.690412,0.757781,0.030436,0.542217,0.039807,0.037959,4.865987,0.0
0.528375,0.392489,0.566903,0.939175,0.721557,0.207960,0.182583,0.678791,0.444428,0.507866,3.544751,0.0
0.325651,0.217945,0.997276,0.212781,0.218079,0.246347,0.358498,0.275123,0.993408,0.212280,3.977287,0.0
0.251814,0.244831,0.882899,0.884014,0.620342,0.085157,0.226491,0.642316,0.408681,0.700750,2.559839,0.0
0.644151,0.239723,0.032606,0.006117,0.800847,0.839440,0.472043,0.626340,0.889184,0.514665,4.862272,0.0
0.040362,0.356981,0.779833,0.653224,0.736223,0.704602,0.240479,0.734020,0.682494,0.678238,0.692694,1.0
0.421639,0.489831,0.596838,0.063670,0.109487,0.141184,0.878539,0.610062,0.313430,0.814398,2.960577,0.0
0.684243,0.069439,0.068896,0.937848,0.405808,0.409587,0.924721,0.790531,0.450964,0.356093,4.271643,0.0
0.699750,0.693977,0.669663,0.030122,0.267917,0.882848,0.032857,0.228192,0.228341,0.731394,2.707057,0.0
0.502372,0.363514,0.579685,0.763534,0.713825,0.264168,0.878572,0.164631,0.949560,0.251924,0.409067,1.0
0.037919,0.298423,0.603357,0.612820,0.669829,0.813500,0.498430,0.115239,0.824424,0.101273,0.461631,1.0
0.725749,0.668183,0.155440,0.479719,0.642025,0.521512,0.060482,0.524129,0.027921,0.271089,0.938312,0.0
0.042566,0.407264,0.878112,0.427866,0.137553,0.855062,0.035250,0.452608,0.975820,0.600953,1.090477,0.0
0.528543,0.216525,0.136225,0.541215,0.200560,0.806839,0.539541,0.069928,0.273404,0.105763,2.773749,0.0
0.681284,0.343976,0.208906,0.074856,0.100621,0.145310,0.217651,0.057843,0.163164,0.297898,3.822684,0.0
0.570252,0.220733,0.865911,0.360117,0.492731,0.328478,0.729172,0.186245,0.218018,0.227941,0.019079,1.0
0.132572,0.144992,0.875512,0.731336,0.571130,0.973549,0.438090,0.970930,0.412508,0.029741,4.304143,0.0
0.946434,0.713421,0.463093,0.198365,0.917670,0.278169,0.186449,0.643690,0.501651,0.253788,2.115833,0.0
0.159712,0.282001,0.583255,0.767485,0.124051,0.930879,0.281766,0.633310,0.040423,0.384755,2.926238,0.0
0.255345,0.588848,0.763753,0.398746,0.727111,0.554843,0.240845,0.879020,0.681459,0.286644,3.140103,0.0
0.142369,0.798324,0.429973,0.557955,0.551272,0.223518,0.670714,0.685253,0.050375,0.660133,4.251284,0.0
0.266243,0.746738,0.422971,0.870688,0.658071,0.202208,0.508195,0.225296,0.551784,0.828846,2.074554,0.0
0.405166,0.629929,0.220685,0.044400,0.233109,0.868876,0.200080,0.750562,0.697334,0.085788,4.176027,0.0
0.297984,0.223364,0.082424,0.297185,0.791851,0.640404,0.266103,0.397896,0.433531,0.356996,0.195642,1.0
0.631683,0.696153,0.242122,0.351822,0.070823,0.317674,0.145172,0.907761,0.731975,0.297161,1.903307,0.0
0.776553,0.518080,0.378615,0.375645,0.460306,0.362037,0.758323,0.142287,0.412063,0.536173,2.270253,0.0
0.229354,0.761057,0.086917,0.813517,0.779671,0.925656,0.501678,0.693763,0.083003,0.024110,1.082334,0.0
0.159041,0.996063,0.831241,0.668667,0.287812,0.263841,0.376713,0.414944,0.964110,0.795683,0.207925,1.0
0.919522,0.403671,0.496045,0.032481,0.910911,0.688046,0.983030,0.786576,0.976445,0.106453,0.767067,1.0
0.420237,0.920259,0.787116,0.055166,0.176841,0.172450,0.370320,0.972700,0.165563,0.609733,3.945544,0.0
0.551260,0.019391,0.902123,0.987240,0.537635,0.025047,0.956759,0.248563,0.597192,0.014114,1.052882,0.0
0.156886,0.784392,0.270037,0.515509,0.165418,0.188403,0.496675,0.621074,0.382926,0.841446,0.876072,0.0
0.827226,0.180077,0.555425,0.025724,0.340957,0.457507,0.320831,0.202759,0.770280,0.094523,3.239571,0.0
0.492870,0.670957,0.778390,0.392810,0.954403,0.658702,0.802039,0.868473,0.427939,0.365557,4.616244,0.0
0.043935,0.410207,0.351973,0.611043,0.800647,0.475808,0.898379,0.059756,0.318186,0.745835,1.277179,0.0
0.111116,0.521236,0.411940,0.471021,0.446356,0.897382,0.292096,0.263214,0.834061,0.069746,1.069757,0.0
0.879773,0.344619,0.006313,0.106596,0.559623,0.581664,0.020962,0.311526,0.809541,0.959719,4.963304,0.0
0.648657,0.973378,0.561727,0.939956,0.833285,0.015956,0.180200,0.628356,0.781980,0.744620,4.123495,0.0
0.715168,0.827646,0.242554,0.597756,0.490446,0.926754,0.948712,0.995777,0.029208,0.896458,3.873340,0.0
0.843747,0.850087,0.408030,0.751895,0.092489,0.466559,0.464667,0.650483,0.673219,0.794102,2.332415,0.0
0.179170,0.305705,0.987838,0.592633,0.382204,0.694897,0.133403,0.100363,0.799381,0.204659,3.558326,0.0
0.955458,0.380333,0.261083,0.024180,0.395509,0.326824,0.937852,0.473615,0.052983,0.489233,2.676369,0.0
0.346309,0.418483,0.448883,0.383657,0.118037,0.848914,0.692122,0.491365,0.366607,0.565623,2.098992,0.0
0.550816,0.569658,0.238497,0.415570,0.484660,0.678168,0.962314,0.607459,0.565959,0.068512,2.377799,0.0
0.733373,0.805813,0.300241,0.153229,0.318099,0.287172,0.505557,0.902376,0.226948,0.319765,1.478957,0.0
0.364875,0.449181,0.386569,0.070654,0.483863,0.285152,0.554674,0.398957,0.272002,0.543680,3.133452,0.0
0.787073,0.339507,0.098418,0.110578,0.484957,0.670976,0.099646,0.755938,0.041669,0.329317,4.158001,0.0
0.705154,0.515345,0.404455,0.682116,0.317927,0.403484,0.355214,0.076570,0.916640,0.969003,0.159576,1.0
0.399674,0.313333,0.191468,0.995602,0.075395,0.167533,0.725176,0.028256,0.904877,0.269844,1.334661,0.0
0.328778,0.775661,0.541266,0.063401,0.584906,0.515103,0.329672,0.795794,0.918137,0.129598,0.792948,1.0
0.414127,0.231297,0.411895,0.716809,0.412788,0.723692,0.096183,0.550079,0.175193,0.474170,1.894581,0.0
0.443735,0.859623,0.678110,0.989653,0.091149,0.936516,0.030116,0.163294,0.485696,0.100910,4.966144,0.0
0.195912,0.684991,0.648982,0.438837,0.529161,0.605052,0.107762,0.155764,0.919422,0.718599,2.447468,0.0
0.917375,0.326957,0.172460,0.537499,0.751392,0.650850,0.835201,0.230067,0.738439,0.939438,0.656702,1.0
0.437765,0.512585,0.012924,0.209883,0.499321,0.092045,0.008100,0.136406,0.578879,0.225347,2.058765,0.0
0.332545,0.083319,0.340312,0.626743,0.675037,0.353874,0.567064,0.637246,0.190179,0.342339,3.438564,0.0
0.388984,0.653282,0.715905,0.210308,0.647896,0.181584,0.886972,0.332305,0.042463,0.670303,3.880124,0.0
0.649474,0.703224,0.092693,0.890314,0.511619,0.777152,0.594531,0.280849,0.227971,0.505157,0.901027,0.0
0.710721,0.085663,0.735031,0.658687,0.557574,0.154123,0.340095,0.970037,0.405821,0.634791,4.622875,0.0
0.333677,0.108510,0.733349,0.404915,0.408581,0.026205,0.423741,0.818203,0.540197,0.088955,0.303457,1.0
0.040673,0.586890,0.854457,0.864938,0.017680,0.148864,0.965069,0.922449,0.598624,0.067067,0.943540,0.0
0.616905,0.325135,0.541655,0.599954,0.419412,0.057779,0.085254,0.861412,0.754722,0.604882,1.273295,0.0
0.055096,0.999215,0.813006,0.193095,0.345999,0.212116,0.039926,0.032752,0.456177,0.968501,2.983820,0.0
0.813142,0.475546,0.500382,0.925860,0.929799,0.138802,0.837441,0.872195,0.987333,0.099754,2.864733,0.0
0.512253,0.438944,0.339478,0.610827,0.174839,0.517779,0.309107,0.167988,0.379670,0.115034,1.892957,0.0
0.986220,0.403044,0.952415,0.245059,0.710088,0.440869,0.690159,0.503469,0.798793,0.311941,3.952726,0.0
0.693676,0.605979,0.686580,0.357641,0.871544,0.031950,0.977760,0.220517,0.222986,0.728946,1.973097,0.0
0.368872,0.628708,0.691703,0.454598,0.425910,0.264384,0.499685,0.199987,0.175638,0.953612,1.799933,0.0
0.293208,0.948498,0.409422,0.153169,0.313616,0.938215,0.584875,0.992544,0.683095,0.784037,1.537393,0.0
0.793924,0.472678,0.292147,0.113017,0.470174,0.206840,0.362576,0.811946,0.370989,0.204831,2.976415,0.0
0.921961,0.405691,0.443540,0.580037,0.688753,0.868624,0.963917,0.555049,0.715800,0.446182,4.890729,0.0
0.697119,0.478035,0.334854,0.890191,0.437451,0.237925,0.805227,0.446936,0.656410,0.284719,1.374412,0.0
0.946862,0.914299,0.619670,0.787605,0.272400,0.225200,0.935646,0.407132,0.671483,0.611574,3.640854,0.0
