@relation dataLineSev3Sp3Train

@attribute x numeric
@attribute y numeric
@attribute class {0,1}

@data

0.512909,0.514435,0
0.350395,0.019009,1
0.433671,0.738312,0
0.115968,0.015617,1
0.19215,0.524224,0
0.661714,0.086374,1
0.446035,0.557498,0
0.528088,0.114576,1
0.360822,0.40283,0
0.173266,0.017224,1
0.393336,0.823931,0
0.011081,0.046623,1
0.933851,0.304118,0
0.785947,0.082146,1
0.119393,0.670933,0
0.862388,0.031649,1
0.601185,0.205847,0
0.940407,0.083111,1
0.272025,0.935201,0
0.921315,0.108405,1
0.812885,0.24974,0
0.320382,0.131576,1
0.001763,0.666056,0
0.785286,0.058937,1
0.789684,0.294298,0
0.862149,0.028754,1
0.345059,0.471187,0
0.710129,0.028566,1
0.577453,0.330424,0
0.046425,0.0542,1
0.677885,0.297454,0
0.340164,0.027963,1
0.832864,0.94589,0
0.062254,0.060791,1
0.598687,0.212658,0
0.905671,0.121324,1
0.444027,0.781691,0
0.20977,0.120146,1
0.471558,0.521735,0
0.659553,0.021505,1
0.135295,0.914815,0
0.219745,0.049505,1
0.125379,0.31714,0
0.976754,0.060305,1
0.753343,0.489396,0
0.461725,0.042169,1
0.704789,0.453773,0
0.522765,0.021434,1
0.207079,0.434421,0
0.142703,0.08177,1
0.581848,0.210973,0
0.19428,0.054213,1
0.820034,0.386239,0
0.862536,0.129284,1
0.357867,0.705565,0
0.59334,0.052155,1
0.882843,0.94063,0
0.300541,0.039988,1
0.356178,0.360554,0
0.704726,0.066229,1
0.554905,0.359036,0
0.208042,0.113041,1
0.40752,0.272672,0
0.557472,0.086929,1
0.093426,0.292541,0
0.595887,0.014886,1
0.934461,0.541325,0
0.49362,0.05502,1
0.571598,0.866486,0
0.691012,0.168861,1
0.221804,0.872733,0
0.367378,0.105512,1
0.414348,0.949503,0
0.992456,0.0427,1
0.275868,0.566293,0
0.765402,0.020935,1
0.230934,0.379186,0
0.647964,0.064847,1
0.404041,0.738411,0
0.961724,0.137393,1
0.817229,0.247097,0
0.951887,0.073589,1
0.053122,0.833439,0
0.567474,0.107013,1
0.808986,0.664019,0
0.645908,0.154135,1
0.701708,0.649862,0
0.068325,0.06721,1
0.007349,0.557957,0
0.093071,0.047955,1
0.935299,0.617141,0
0.318709,0.109131,1
0.845206,0.441002,0
0.486599,0.052837,1
0.196245,0.355106,0
0.969588,0.172156,1
0.10398,0.632163,0
0.839396,0.144443,1
0.253933,0.869028,0
0.998638,0.021278,1
0.109039,0.660856,0
0.679249,0.027512,1
0.996704,0.645526,0
0.397729,0.125181,1
0.622416,0.947305,0
0.942007,0.062034,1
0.042578,0.651921,0
0.821158,0.040868,1
0.350375,0.780386,0
0.822075,0.123972,1
0.016303,0.102752,0
0.736021,0.062634,1
0.444592,0.331599,0
0.986227,0.104036,1
0.678491,0.450925,0
0.326612,0.073622,1
0.852301,0.658216,0
0.36701,0.068249,1
0.339119,0.612342,0
0.71082,0.148983,1
0.054743,0.163533,0
0.53472,0.00689,1
0.968924,0.732613,0
0.704793,0.092472,1
0.895265,0.752934,0
0.178046,0.085433,1
0.349875,0.41229,0
0.834832,0.003012,1
0.133959,0.497282,0
0.016429,0.022819,1
0.614171,0.429127,0
0.881767,0.171383,1
0.132084,0.945358,0
0.125962,0.008181,1
0.518959,0.234291,0
0.801678,0.161282,1
0.334914,0.916075,0
0.749215,0.011524,1
0.412212,0.145573,0
0.334092,0.015544,1
0.23986,0.388911,0
0.260756,0.106048,1
0.635544,0.634448,0
0.521283,0.040726,1
0.439056,0.29254,0
0.568777,0.085506,1
0.517625,0.753673,0
0.98791,0.160095,1
0.609048,0.337844,0
0.608263,0.013623,1
0.770608,0.640252,0
0.903419,0.153954,1
0.534964,0.223032,0
0.552881,0.055475,1
0.840642,0.704789,0
0.104453,0.107486,1
0.550311,0.165389,0
0.108825,0.005784,1
0.081582,0.234054,0
0.610367,0.086591,1
0.680059,0.771729,0
0.164239,0.072917,1
0.593122,0.648108,0
0.61397,0.000382,1
0.066286,0.165246,0
0.437756,0.073134,1
0.785565,0.988097,0
0.706254,0.002974,1
0.930414,0.525895,0
0.35671,0.046309,1
0.599182,0.512951,0
0.639085,0.018645,1
0.821845,0.775743,0
0.579856,0.1282,1
0.291628,0.445368,0
0.520211,0.038476,1
0.292624,0.214905,0
0.794424,0.176375,1
0.699373,0.4272,0
0.277421,0.124084,1
0.43951,0.856657,0
0.071185,0.079832,1
0.714987,0.80108,0
0.275636,0.122352,1
0.835357,0.858364,0
0.025188,0.066013,1
0.425128,0.219809,0
0.373369,0.042297,1
0.435344,0.846132,0
0.601104,0.150819,1
0.112648,0.348303,0
0.914423,0.141491,1
0.202583,0.833468,0
0.110342,0.10444,1
0.616555,0.490994,0
0.848667,0.108579,1
0.417603,0.684093,0
0.611682,0.108242,1
0.148593,0.456333,0
0.320202,0.12661,1
0.698948,0.295089,0
0.178498,0.003913,1
0.815841,0.863269,0
