@relation dataSineSev3Sp1Train

@attribute x numeric
@attribute y numeric
@attribute class numeric

@data

5.129089,-0.250809,0
3.503954,-9.714863,1
4.33671,4.475469,0
1.159682,-9.765746,1
3.692529,-8.361061,0
1.921504,-8.58592,1
1.449228,4.638875,0
6.617143,-8.704389,1
4.460349,0.658299,0
3.608221,-8.990568,1
3.933364,6.28299,0
0.110807,-9.30066,1
9.338506,-4.690847,0
7.85947,-8.767814,1
1.193928,3.053037,0
8.623882,-9.525269,1
6.011851,-6.765461,0
9.404067,-8.753328,1
2.720252,8.632029,0
9.21315,-8.373925,1
8.128855,-5.838812,0
0.017629,-8.113146,1
7.852856,-3.400964,0
7.896838,-9.352341,1
4.032131,6.245516,0
8.621493,-9.56869,1
3.450593,-1.163831,0
7.101293,-9.571504,1
5.774532,-4.135486,0
0.464254,-9.187003,1
6.778854,-4.831531,0
3.401642,-9.580562,1
8.328637,8.857677,0
0.622541,-9.08813,1
5.986866,-6.621654,0
8.345895,-7.164234,1
9.056707,2.525759,0
2.097698,-8.19781,1
4.715576,-0.096714,0
6.59553,-9.677432,1
1.352951,8.201653,0
2.197446,-9.25743,1
1.253788,-4.415924,0
9.767538,-9.095421,1
7.533428,-0.779422,0
7.499782,-7.346785,1
1.92418,9.423976,0
4.617249,-9.367459,1
7.047893,-1.531449,0
5.227648,-9.67849,1
2.070787,-1.940005,0
1.231575,-7.275863,1
5.243579,7.782258,0
2.324437,-7.956897,1
1.42703,-1.231805,0
5.818482,-9.630089,1
3.645943,4.999923,0
1.942804,-9.1868,1
8.200344,-2.957172,0
7.524227,-7.096919,1
0.28305,4.735193,0
8.625362,-8.060744,1
3.578671,3.784154,0
5.933397,-9.217668,1
8.828425,8.746636,0
3.005414,-9.400186,1
3.561783,-3.499412,0
7.047261,-9.006565,1
5.54905,-3.53147,0
2.080422,-8.304384,1
4.075202,-5.354698,0
5.574722,-8.696062,1
0.934262,-4.935246,0
5.958871,-9.776712,1
9.344613,0.316855,0
4.936202,-9.174706,1
5.715982,7.181361,0
6.910123,-7.467087,1
2.218039,7.313261,0
7.260676,-9.945484,1
4.143478,8.933948,0
9.924563,-9.359503,1
2.758683,0.843966,0
7.654016,-9.685982,1
2.309341,-3.106068,0
6.479636,-9.027297,1
4.040405,4.477555,0
8.172287,-9.509677,1
9.518872,-2.009043,0
0.531216,-7.555203,1
5.67474,1.166203,0
8.089859,-8.119938,1
7.333843,9.815331,0
7.017083,-8.167126,1
3.735791,5.135616,0
0.683249,-8.991847,1
0.073487,0.667982,0
0.930707,-9.280668,1
9.352993,1.917419,0
3.187092,-8.363031,1
8.452061,-1.801078,0
0.199036,-8.443062,1
4.865987,-3.980441,0
1.962446,-9.149645,1
9.695877,7.354791,0
1.0398,-8.226125,1
8.393956,4.72207,0
2.539332,-7.436575,1
1.628255,2.570475,0
9.986379,-9.680828,1
1.090393,2.840299,0
6.79249,-9.587315,1
9.967041,2.516663,0
9.420069,-9.069487,1
0.425783,2.651669,0
8.211581,-9.386979,1
3.503752,5.363695,0
8.220753,-8.140415,1
4.004236,8.474682,0
7.360215,-9.060491,1
4.44592,-4.110684,0
9.862272,-8.439458,1
6.784905,-1.591587,0
3.26612,-8.895665,1
8.523008,2.784552,0
3.670102,-8.976259,1
3.391188,1.816119,0
7.108196,-7.765253,1
4.392697,6.29559,0
1.567149,-7.278403,1
2.960577,7.000307,0
5.347197,-9.896656,1
9.689238,4.355173,0
7.047934,-8.612918,1
8.952654,4.78416,0
1.780465,-8.718507,1
