x,y,class
5.129089,1.367740,0.0
3.503954,-9.429726,1.0
4.336710,5.347763,0.0
1.159682,-9.531492,1.0
3.692529,-5.461946,0.0
1.921504,-7.171841,1.0
1.449228,5.485368,0.0
6.617143,-7.408778,1.0
4.460349,2.133305,0.0
5.280879,-6.562732,1.0
3.608221,-0.616364,0.0
1.732663,-9.483289,1.0
3.933364,6.869886,0.0
0.110807,-8.601321,1.0
9.338506,-2.371240,0.0
7.859470,-7.535627,1.0
1.193928,4.149926,0.0
8.623882,-9.050538,1.0
6.011851,-4.118283,0.0
9.404067,-7.506656,1.0
2.720252,8.848024,0.0
9.213150,-6.747850,1.0
8.128855,-3.337947,0.0
3.203819,-6.052716,1.0
0.017629,4.063222,0.0
7.852856,-8.231883,1.0
7.896838,-2.545817,0.0
8.621493,-9.137379,1.0
3.450593,0.598879,0.0
7.101293,-9.143008,1.0
5.774532,-1.903567,0.0
0.464254,-8.374007,1.0
6.778854,-2.489710,0.0
3.401642,-9.161124,1.0
8.328637,9.038044,0.0
0.622541,-8.176260,1.0
5.986866,-3.997183,0.0
8.345895,-4.328468,1.0
9.056707,3.705903,0.0
2.097698,-6.395619,1.0
4.715576,1.497504,0.0
6.595530,-9.354863,1.0
1.352951,8.485602,0.0
2.197446,-8.514860,1.0
1.253788,-2.139726,0.0
9.767538,-8.190842,1.0
7.533428,0.922592,0.0
7.499782,-4.693571,1.0
1.924180,9.514928,0.0
4.617249,-8.734918,1.0
7.047893,0.289306,0.0
5.227648,-9.356980,1.0
2.070787,-0.054741,0.0
1.231575,-4.551726,1.0
5.243579,8.132428,0.0
2.324437,-5.913794,1.0
1.427030,0.541638,0.0
5.818482,-9.260178,1.0
3.645943,5.789409,0.0
0.374127,-5.232988,1.0
1.942804,-1.662931,0.0
8.200344,-8.091739,1.0
3.584641,5.287442,0.0
7.524227,-4.193838,1.0
0.283050,5.566478,0.0
8.625362,-6.121488,1.0
3.578671,4.765603,0.0
5.933397,-8.435337,1.0
8.828425,8.944536,0.0
3.005414,-8.800373,1.0
3.561783,-1.367926,0.0
7.047261,-8.013130,1.0
5.549050,-1.394922,0.0
2.080422,-6.608767,1.0
4.075202,-2.930272,0.0
5.574722,-7.392125,1.0
0.934262,-2.577049,0.0
5.958871,-9.553424,1.0
9.344613,1.845772,0.0
4.936202,-8.349412,1.0
5.715982,7.626409,0.0
6.910123,-4.934174,1.0
2.218039,7.737483,0.0
3.673783,-6.834631,1.0
4.143478,9.102272,0.0
9.924563,-8.719007,1.0
2.758683,2.289656,0.0
7.654016,-9.371965,1.0
2.309341,-1.036689,0.0
6.479636,-8.054595,1.0
4.040405,5.349520,0.0
9.617235,-5.878211,1.0
8.172287,-3.384945,0.0
9.518872,-7.792329,1.0
0.531216,7.038917,0.0
5.674740,-6.789620,1.0
8.089859,4.026997,0.0
6.459077,-5.375962,1.0
7.017083,3.775330,0.0
0.683249,-7.983695,1.0
0.073487,2.141458,0.0
0.930707,-8.561337,1.0
9.352993,3.193616,0.0
3.187092,-6.726062,1.0
8.452061,0.062250,0.0
0.152181,-5.373349,1.0
0.199036,2.303670,0.0
4.865987,-8.414876,1.0
1.962446,-1.464776,0.0
1.039800,-6.452250,1.0
8.393956,5.555427,0.0
2.539332,-4.873149,1.0
1.628255,3.743558,0.0
9.986379,-9.361656,1.0
1.090393,3.970778,0.0
6.792490,-9.174631,1.0
9.967041,3.698243,0.0
3.977287,-6.244557,1.0
6.224157,9.063192,0.0
9.420069,-8.138975,1.0
0.425783,3.811932,0.0
8.211581,-8.773957,1.0
3.503752,6.095743,0.0
8.220753,-6.280830,1.0
4.004236,8.715522,0.0
7.360215,-8.120981,1.0
4.445920,-1.882681,0.0
9.862272,-6.878915,1.0
6.784905,0.238664,0.0
3.266120,-7.791330,1.0
8.523008,3.923834,0.0
3.670102,-7.952518,1.0
3.391188,3.108310,0.0
7.108196,-5.530506,1.0
4.392697,6.880497,0.0
1.567149,-4.556805,1.0
2.960577,7.473943,0.0
5.347197,-9.793312,1.0
9.689238,5.246461,0.0
7.047934,-7.225836,1.0
8.952654,5.607714,0.0
